,merged_reaction,reaction_type,reaction_notes,merged_ids,reaction_IDs
219,1 - + 1 25(OH)D [extracellular region] <=> NA,,,R-BTA-209886 + R-ALL-209906 <=> R-BTA-209892,R-BTA-209944
220,1 LTB4 [cytosol] + 1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 NADP+ [cytosol] + 1 20OH-LTB4 [cytosol],,,R-ALL-266056 + R-ALL-70106 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-2161636,R-BTA-211873;R-CEL-211873;R-CFA-211873;R-DME-211873;R-DRE-211873;R-HSA-211873;R-MMU-211873;R-RNO-211873;R-SSC-211873;R-XTR-211873
221,1 H+ [cytosol] + 1 NEFA + 1 NADPH [cytosol] <=> 1 NADP+ [cytosol] + 1 NEFA,FFA_modify,,R-ALL-70106 + R-ALL-265283 + R-ALL-29364 <=> R-ALL-29366 + R-ALL-879535,R-BTA-2161549;R-CEL-2161549;R-CFA-2161549;R-DME-2161549;R-HSA-2161549;R-MMU-2161549;R-PFA-2161549;R-RNO-2161549;R-SPO-2161549;R-SSC-2161549;R-XTR-2161549
222,1 H+ [cytosol] + 1 NADPH [cytosol] + 1 NEFA <=> 1 NADP+ [cytosol] + 1 NEFA,FFA_modify,,R-ALL-70106 + R-ALL-29364 + R-ALL-879629 <=> R-ALL-29366 + R-ALL-2142710,R-BTA-2161614;R-CEL-2161614;R-CFA-2161614;R-DME-2161614;R-HSA-2161614;R-MMU-2161614;R-PFA-2161614;R-RNO-2161614;R-SPO-2161614;R-SSC-2161614;R-XTR-2161614
223,1 ACoA <=> 1 NEFA,FFA_modify,,R-ALL-30138 <=> R-ALL-2161634,R-BTA-2161620;R-CFA-2161620;R-DRE-2161620;R-GGA-2161620;R-HSA-2161620;R-MMU-2161620;R-RNO-2161620;R-XTR-2161620
224,1 H+ [cytosol] + 1 NADPH [cytosol] + 1 NEFA <=> 1 NADP+ [cytosol] + 1 NEFA,FFA_modify,,R-ALL-70106 + R-ALL-29364 + R-ALL-265287 <=> R-ALL-29366 + R-ALL-879535,R-BTA-2161651;R-CFA-2161651;R-DRE-2161651;R-GGA-2161651;R-HSA-2161651;R-MMU-2161651;R-RNO-2161651;R-SSC-2161651;R-XTR-2161651
225,1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-265283 <=> R-ALL-265287,R-BTA-2161660;R-BTA-265295;R-CEL-265295;R-CFA-2161660;R-CFA-265295;R-DDI-265295;R-DME-2161660;R-DME-265295;R-DRE-2161660;R-DRE-265295;R-GGA-2161660;R-GGA-265295;R-HSA-2161660;R-HSA-265295;R-MMU-2161660;R-MMU-265295;R-PFA-265295;R-RNO-2161660;R-RNO-265295;R-SCE-265295;R-SPO-265295;R-SSC-2161660;R-SSC-265295;R-XTR-2161660;R-XTR-265295
226,1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-265283 <=> R-ALL-879629,R-BTA-2161701;R-CEL-2161701;R-CFA-2161701;R-DDI-2161701;R-DME-2161701;R-HSA-2161701;R-MMU-2161701;R-PFA-2161701;R-RNO-2161701;R-SSC-2161701;R-XTR-2161701
227,1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] + 1 20OH-LTB4 [cytosol] <=> 2 H2O [cytosol] + 1 NADP+ [cytosol] + 1 NEFA,FFA_modify,,R-ALL-70106 + R-ALL-29368 + R-ALL-29364 + R-ALL-2161636 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-2142740,R-BTA-2161745;R-CEL-2161745;R-CFA-2161745;R-DME-2161745;R-DRE-2161745;R-HSA-2161745;R-MMU-2161745;R-RNO-2161745;R-SSC-2161745;R-XTR-2161745
228,1 NEFA + 1 O2 [cytosol] <=> NA,FFA_modify,,R-ALL-9032038 + R-ALL-29368 <=> R-ALL-2161856,R-BTA-2161775;R-CFA-2161775;R-DDI-2161775;R-DRE-2161775;R-HSA-2161775;R-MMU-2161775;R-RNO-2161775
229,1 NEFA + 1 NAD+ [cytosol] <=> 1 H+ [cytosol] + 1 NEFA + 1 NADH [cytosol],FFA_modify,,R-ALL-2161759 + R-ALL-29360 <=> R-ALL-70106 + R-ALL-2142761 + R-ALL-73473,R-BTA-2161779;R-CFA-2161779;R-DME-2161779;R-DRE-2161779;R-GGA-2161779;R-HSA-2161779;R-MMU-2161779;R-RNO-2161779;R-SSC-2161779;R-XTR-2161779
230,1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] + 1 NEFA <=> 1 NEFA + 1 H2O [cytosol] + 1 NADP+ [cytosol],FFA_modify,,R-ALL-70106 + R-ALL-29368 + R-ALL-29364 + R-ALL-2142740 <=> R-ALL-2161582 + R-ALL-29356 + R-ALL-29366,R-BTA-2161792;R-CEL-2161792;R-CFA-2161792;R-DME-2161792;R-DRE-2161792;R-HSA-2161792;R-HSA-2161979;R-MMU-2161792;R-RNO-2161792;R-SSC-2161792;R-XTR-2161792
231,1 O2 [cytosol] + 1 NEFA <=> NA,,,R-ALL-29368 + R-ALL-29768 <=> R-ALL-2162031,R-BTA-2161794;R-CFA-2161794;R-DDI-2161794;R-DRE-2161794;R-HSA-2161794;R-MMU-2161794;R-RNO-2161794
232,1 O2 [endoplasmic reticulum lumen] + 1 H+ [endoplasmic reticulum lumen] + 1 ACoA + 1 NADPH [endoplasmic reticulum lumen] <=> 1 H2O [endoplasmic reticulum lumen] + 1 NADP+ [endoplasmic reticulum lumen] + NA,FFA_modify,,R-ALL-113534 + R-ALL-156540 + R-ALL-140356 + R-ALL-113601 <=> R-ALL-113519 + R-ALL-113564 + R-ALL-2161639,R-BTA-2161795;R-CFA-2161795;R-DRE-2161795;R-GGA-2161795;R-HSA-2161795;R-MMU-2161795;R-RNO-2161795;R-SSC-2161795;R-XTR-2161795
233,1 O2 [endoplasmic reticulum lumen] + 1 H+ [endoplasmic reticulum lumen] + 1 ACoA + 1 NADPH [endoplasmic reticulum lumen] <=> 1 H2O [endoplasmic reticulum lumen] + 1 NADP+ [endoplasmic reticulum lumen] + 1 NEFA,FFA_modify,,R-ALL-113534 + R-ALL-156540 + R-ALL-140356 + R-ALL-113601 <=> R-ALL-113519 + R-ALL-113564 + R-ALL-2142836,R-BTA-2161814;R-CEL-2161814;R-CFA-2161814;R-DDI-2161814;R-DME-2161814;R-DRE-2161814;R-GGA-2161814;R-HSA-2161814;R-MMU-2161814;R-RNO-2161814;R-SSC-2161814;R-XTR-2161814
234,1 H+ [cytosol] + 1 O2 [cytosol] + 1 NEFA + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 NADP+ [cytosol] + 1 NEFA,FFA_modify,,R-ALL-70106 + R-ALL-29368 + R-ALL-29768 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-2142739,R-BTA-2161890;R-CEL-2161890;R-CFA-2161890;R-DDI-2161890;R-DRE-2161890;R-GGA-2161890;R-HSA-2161890;R-MMU-2161890;R-RNO-2161890;R-SSC-2161890;R-XTR-2161890
235,1 H+ [cytosol] + 1 O2 [cytosol] + 1 NEFA + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + NA + 1 NADP+ [cytosol],FFA_modify,,R-ALL-70106 + R-ALL-29368 + R-ALL-29768 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-2161753 + R-ALL-29366,R-BTA-2161899;R-CEL-2161899;R-CFA-2161899;R-DDI-2161899;R-DRE-2161899;R-GGA-2161899;R-HSA-2161899;R-MMU-2161899;R-RNO-2161899;R-SSC-2161899;R-XTR-2161899
236,1 O2 [endoplasmic reticulum lumen] + 1 H+ [endoplasmic reticulum lumen] + 1 ACoA + 1 NADPH [endoplasmic reticulum lumen] <=> 1 H2O [endoplasmic reticulum lumen] + 1 NADP+ [endoplasmic reticulum lumen] + 1 NEFA,FFA_modify,,R-ALL-113534 + R-ALL-156540 + R-ALL-140356 + R-ALL-113601 <=> R-ALL-113519 + R-ALL-113564 + R-ALL-2142780,R-BTA-2161940;R-CEL-2161940;R-CFA-2161940;R-DDI-2161940;R-DME-2161940;R-DRE-2161940;R-GGA-2161940;R-HSA-2161940;R-MMU-2161940;R-RNO-2161940;R-SSC-2161940;R-XTR-2161940
237,1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29768 <=> R-ALL-2142745,R-BTA-2161948;R-CFA-2161948;R-DDI-2161948;R-DRE-2161948;R-HSA-2161948;R-MMU-2161948;R-RNO-2161948
238,1 H+ [cytosol] + 1 O2 [cytosol] + 1 NEFA + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 NADP+ [cytosol] + 1 NEFA,FFA_modify,,R-ALL-70106 + R-ALL-29368 + R-ALL-29768 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-2142738,R-BTA-2161951;R-CFA-2161951;R-DRE-2161951;R-HSA-2161951;R-MMU-2161951;R-RNO-2161951;R-SSC-2161951;R-XTR-2161951
239,1 O2 [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29368 + R-ALL-29768 <=> R-ALL-2142811,R-BTA-2161964;R-CFA-2161964;R-DDI-2161964;R-DRE-2161964;R-HSA-2161964;R-MMU-2161964;R-RNO-2161964
240,1 O2 [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29368 + R-ALL-29768 <=> R-ALL-2142718,R-BTA-2162002;R-CFA-2162002;R-DDI-2162002;R-DRE-2162002;R-GGA-2162002;R-HSA-2162002;R-MMU-2162002;R-RNO-2162002;R-SSC-2162002;R-XTR-2162002
241,1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-265281 <=> R-ALL-2142772,R-BTA-2162019;R-CFA-2162019;R-DDI-2162019;R-DRE-2162019;R-HSA-2162019;R-MMU-2162019;R-RNO-2162019
242,NA + NA <=> NA,FFA_modify,,R-ALL-9677432 + R-BTA-140491 <=> R-BTA-2309778,R-BTA-2309779
243,1 acetylsalicylate [cytosol] + NA <=> NA + 1 salicylate [cytosol],,,R-ALL-2314693 + R-BTA-428986 <=> R-BTA-2314695 + R-ALL-2314690,R-BTA-2314678
244,1 acetylsalicylate [cytosol] + NA <=> NA + 1 salicylate [cytosol],,,R-ALL-2314693 + R-BTA-140491 <=> R-BTA-2314687 + R-ALL-2314690,R-BTA-2314686
245,1 Cho [cytosol] + 1 Ac-CoA [cytosol] <=> 1 AcCho [cytosol] + 1 CoA-SH [cytosol],,,R-ALL-264618 + R-ALL-76183 <=> R-ALL-264643 + R-ALL-76194,R-BTA-264622;R-CEL-264622;R-CFA-264622;R-DME-264622;R-DRE-264622;R-HSA-264622;R-MMU-264622;R-RNO-264622;R-SCE-264622;R-XTR-264622
246,1 H2O [extracellular region] + 1 LTC4 [extracellular region] <=> 1 LTD4 [extracellular region] + 1 L-Glu [extracellular region],,,R-ALL-109276 + R-ALL-266013 <=> R-ALL-266074 + R-ALL-210382,R-BTA-266046;R-CEL-266046;R-CFA-266046;R-DME-266046;R-DRE-266046;R-GGA-266046;R-HSA-266046;R-MMU-266046;R-RNO-266046;R-SCE-266046;R-SPO-266046;R-SSC-266046;R-XTR-266046
247,NA <=> NA,,,R-BTA-350115 <=> R-BTA-350092,R-BTA-350168
248,NA + 1 - <=> NA,,,R-BTA-209892 + R-BTA-264843 <=> R-BTA-350115,R-BTA-350186
249,1 Pristanal [peroxisomal matrix] + 1 NAD+ [peroxisomal matrix] <=> 1 H+ [peroxisomal matrix] + 1 pristanate [peroxisomal matrix] + 1 NADH [peroxisomal matrix],,,R-ALL-389636 + R-ALL-192307 <=> R-ALL-193465 + R-ALL-6811612 + R-ALL-192305,R-BTA-389609;R-CEL-389609;R-CFA-389609;R-DDI-389609;R-DRE-389609;R-GGA-389609;R-HSA-389609;R-MMU-389609;R-RNO-389609;R-SCE-389609;R-SSC-389609;R-XTR-389609
250,1 Phytanate [peroxisomal matrix] + 1 CoA-SH [peroxisomal matrix] + 1 ATP [peroxisomal matrix] <=> 1 PPi [peroxisomal matrix] + 1 ACoA + 1 AMP [peroxisomal matrix],,,R-ALL-389596 + R-ALL-193514 + R-ALL-389573 <=> R-ALL-389593 + R-ALL-389615 + R-ALL-389620,R-BTA-389622;R-CEL-389622;R-CFA-389622;R-DME-389622;R-DRE-389622;R-GGA-389622;R-HSA-389622;R-MMU-389622;R-RNO-389622;R-SCE-389622;R-SSC-389622;R-XTR-389622
251,1 pristanate [peroxisomal matrix] + 1 CoA-SH [peroxisomal matrix] + 1 ATP [peroxisomal matrix] <=> 1 PPi [peroxisomal matrix] + 1 ACoA + 1 AMP [peroxisomal matrix],,,R-ALL-6811612 + R-ALL-193514 + R-ALL-389573 <=> R-ALL-389593 + R-ALL-389569 + R-ALL-389620,R-BTA-389632;R-CEL-389632;R-CFA-389632;R-DME-389632;R-DRE-389632;R-GGA-389632;R-HSA-389632;R-MMU-389632;R-RNO-389632;R-SCE-389632;R-SSC-389632;R-XTR-389632
252,1 O2 [peroxisomal matrix] + 1 ACoA + 1 2OG [peroxisomal matrix] <=> 1 ACoA + 1 SUCCA [peroxisomal matrix] + 1 CO2 [peroxisomal matrix],,,R-ALL-113535 + R-ALL-389615 + R-ALL-389537 <=> R-ALL-389594 + R-ALL-389583 + R-ALL-389536,R-BTA-389639;R-CEL-389639;R-CFA-389639;R-DDI-389639;R-DRE-389639;R-GGA-389639;R-HSA-389639;R-MMU-389639;R-RNO-389639;R-SCE-389639;R-SSC-389639;R-XTR-389639
253,1 O2 [peroxisomal matrix] + 1 (2S) Pristanoyl-CoA [peroxisomal matrix] <=> 1 H2O2 [peroxisomal matrix] + 1 ACoA,,,R-ALL-113535 + R-ALL-389893 <=> R-ALL-113575 + R-ALL-389894,R-BTA-389889;R-BTA-389891;R-CEL-389889;R-CEL-389891;R-CFA-389889;R-CFA-389891;R-DDI-389889;R-DDI-389891;R-DME-389889;R-DME-389891;R-DRE-389889;R-DRE-389891;R-GGA-389889;R-GGA-389891;R-HSA-389889;R-HSA-389891;R-MMU-389889;R-MMU-389891;R-RNO-389889;R-RNO-389891;R-SCE-389889;R-SCE-389891;R-SSC-389889;R-SSC-389891;R-XTR-389889;R-XTR-389891
254,1 ACoA <=> 1 (2S) Pristanoyl-CoA [peroxisomal matrix],FFA_modify,,R-ALL-389569 <=> R-ALL-389893,R-BTA-389897;R-CFA-389897;R-DRE-389897;R-GGA-389897;R-HSA-389897;R-MMU-389897;R-RNO-389897;R-SSC-389897;R-XTR-389897
255,1 CoA-SH [peroxisomal matrix] + 1 3-ketohexacosanoyl-CoA [peroxisomal matrix] <=> 1 Ac-CoA [peroxisomal matrix] + 1 tetracosanoyl-CoA [peroxisomal matrix],FFA_modify,,R-ALL-193514 + R-ALL-390241 <=> R-ALL-353123 + R-ALL-390246,R-BTA-390250;R-CFA-390250;R-DDI-390250;R-DRE-390250;R-GGA-390250;R-HSA-390250;R-MMU-390250;R-SCE-390250;R-SSC-390250;R-XTR-390250
256,1 H2O [peroxisomal matrix] + 1 Ac-CoA [peroxisomal matrix] <=> 1 CoA-SH [peroxisomal matrix] + 1 ACoA,,,R-ALL-141343 + R-ALL-353123 <=> R-ALL-193514 + R-ALL-390305,R-BTA-390304;R-CEL-390304;R-CFA-390304;R-DRE-390304;R-GGA-390304;R-HSA-390304;R-MMU-390304;R-RNO-390304;R-SCE-390304;R-SSC-390304;R-XTR-390304
257,1 C26:0 CoA [cytosol] <=> 1 ACoA,,,R-ALL-390394 <=> R-ALL-390260,R-BTA-390393;R-CEL-390393;R-CFA-390393;R-DME-390393;R-DRE-390393;R-HSA-390393;R-MMU-390393;R-RNO-390393;R-SCE-390393;R-SSC-390393;R-XTR-390393
258,2 H+ [cytosol] + 2 NADPH [cytosol] + 1 ACoA <=> 2 NADP+ [cytosol] + 1 HXOL [cytosol] + 1 CoA-SH [cytosol],,,R-ALL-70106 + R-ALL-29364 + R-ALL-200993 <=> R-ALL-29366 + R-ALL-8848577 + R-ALL-76194,R-BTA-390438;R-CEL-390425;R-CFA-390425;R-CFA-390438;R-DDI-390425;R-DDI-390438;R-DME-390425;R-DME-390438;R-DRE-390425;R-DRE-390438;R-GGA-390438;R-HSA-390425;R-HSA-390438;R-MMU-390425;R-MMU-390438;R-RNO-390425;R-RNO-390438;R-SSC-390425;R-SSC-390438;R-XTR-390425
259,NA + NA + NA <=> NA + NA + 1 FABP1,,,R-BTA-2026984 + R-BTA-400216 + R-BTA-400196 <=> R-BTA-400154 + R-BTA-400207 + R-BTA-1989743,R-BTA-400143
260,1 L-Ser [cytosol] + 1 ACoA <=> 1 CO2 [cytosol] + 1 CoA-SH [cytosol] + 1 LCB,FFA_modify,,R-ALL-200736 + R-ALL-9695889 <=> R-ALL-113528 + R-ALL-76194 + R-ALL-428182,R-BTA-428127;R-CFA-428127;R-DME-428127;R-DRE-428127;R-GGA-428127;R-HSA-428127;R-MMU-428127;R-RNO-428127;R-SSC-428127;R-XTR-428127
261,1 ACoA + 1 LCB <=> 1 LCB + 1 CoA-SH [cytosol],L_FAdelete,,R-ALL-428139 + R-ALL-428163 <=> R-ALL-428126 + R-ALL-76194,R-BTA-428185;R-CEL-428185;R-CFA-428185;R-DDI-428185;R-DME-428185;R-DRE-428185;R-GGA-428185;R-HSA-428185;R-MMU-428185;R-PFA-428185;R-RNO-428185;R-SCE-428185;R-SPO-428185;R-SSC-428185;R-XTR-428185
262,1 H2O [cytosol] + 1 Cer <=> 1 LCB + 1 STEA [Golgi membrane],L_FAdelete,,R-ALL-29356 + R-ALL-428270 <=> R-ALL-428248 + R-ALL-8934421,R-BTA-428205;R-CEL-428205;R-CFA-428205;R-DME-428205;R-DRE-428205;R-GGA-428205;R-HSA-428205;R-MMU-428205;R-RNO-428205;R-SSC-428205;R-XTR-428205
263,1 ATP [cytosol] + 1 LCB <=> 1 ADP [cytosol] + 1 LCBP,L_HGdelete,,R-ALL-113592 + R-ALL-428163 <=> R-ALL-29370 + R-ALL-428275,R-BTA-428214;R-CEL-428214;R-CFA-428214;R-DDI-428214;R-DME-428214;R-DRE-428214;R-GGA-428214;R-HSA-428214;R-MMU-428214;R-RNO-428214;R-SCE-428214;R-SPO-428214;R-SSC-428214;R-XTR-428214
264,1 H2O [cytosol] + 1 CERA [endoplasmic reticulum membrane] <=> 1 LCB + 1 STEA [early endosome],L_FAdelete,,R-ALL-29356 + R-ALL-428256 <=> R-ALL-428193 + R-ALL-428198,R-BTA-428231;R-CEL-428231;R-CFA-428231;R-DME-428231;R-DRE-428231;R-GGA-428231;R-HSA-428231;R-MMU-428231;R-RNO-428231;R-SSC-428231;R-XTR-428231
265,1 H+ [cytosol] + 1 LCB + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 NADP+ [cytosol] + 1 Cer,L_FAmodify,,R-ALL-70106 + R-ALL-428126 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-9025544,R-BTA-428260;R-CEL-428260;R-CFA-428260;R-DDI-428260;R-DME-428260;R-DRE-428260;R-GGA-428260;R-HSA-428260;R-MMU-428260;R-RNO-428260;R-SPO-428260;R-SSC-428260;R-XTR-428260
266,1 H2O [cytosol] + 1 Cer <=> 1 LCB + 1 STEA [cytosol],L_FAdelete,,R-ALL-29356 + R-ALL-9025544 <=> R-ALL-428237 + R-ALL-3632878,R-BTA-428262;R-CFA-428262;R-DDI-428262;R-DRE-428262;R-GGA-428262;R-HSA-428262;R-MMU-428262;R-RNO-428262;R-SCE-428262;R-SSC-428262;R-XTR-428262
267,1 H2O [cytosol] + 1 LCBP <=> 1 Pi [cytosol] + 1 LCB,L_HGdelete,,R-ALL-29356 + R-ALL-428275 <=> R-ALL-29372 + R-ALL-428694,R-BTA-428664;R-CFA-428664;R-DDI-428664;R-DRE-428664;R-GGA-428664;R-HSA-428664;R-MMU-428664;R-RNO-428664;R-SCE-428664;R-SPO-428664;R-SSC-428664;R-XTR-428664
268,1 LCBP <=> 1 NEFA + 1 PETA [cytosol],L_FAdelete,,R-ALL-428203 <=> R-ALL-428671 + R-ALL-428686,R-BTA-428676;R-CEL-428676;R-CFA-428676;R-DDI-428676;R-DME-428676;R-DRE-428676;R-HSA-428676;R-MMU-428676;R-RNO-428676;R-SCE-428676;R-SSC-428676;R-XTR-428676
269,1 LCBP <=> 1 PETA [cytosol] + 1 NEFA,L_FAdelete,,R-ALL-428275 <=> R-ALL-428686 + R-ALL-428663,R-BTA-428681;R-CEL-428681;R-CFA-428681;R-DDI-428681;R-DME-428681;R-DRE-428681;R-HSA-428681;R-MMU-428681;R-RNO-428681;R-SCE-428681;R-SSC-428681;R-XTR-428681
270,1 LCBP + 1 H2O [extracellular region] <=> 1 Pi [extracellular region] + 1 LCB,L_HGdelete,,R-ALL-419305 + R-ALL-109276 <=> R-ALL-109277 + R-ALL-428662,R-BTA-428690;R-CEL-428690;R-CFA-428690;R-DDI-428690;R-DME-428690;R-DRE-428690;R-GGA-428690;R-HSA-428690;R-MMU-428690;R-RNO-428690;R-SCE-428690;R-SPO-428690;R-SSC-428690;R-XTR-428690
271,1 LCBP + 1 H2O [cytosol] <=> 1 LCB + 1 Pi [cytosol],L_HGdelete,,R-ALL-428203 + R-ALL-29356 <=> R-ALL-428682 + R-ALL-29372,R-BTA-428696;R-BTA-428701;R-CEL-428696;R-CFA-428696;R-CFA-428701;R-DDI-428696;R-DDI-428701;R-DME-428696;R-DRE-428696;R-DRE-428701;R-GGA-428696;R-GGA-428701;R-HSA-428696;R-HSA-428701;R-MMU-428696;R-MMU-428701;R-RNO-428696;R-RNO-428701;R-SCE-428696;R-SCE-428701;R-SPO-428696;R-SPO-428701;R-SSC-428696;R-SSC-428701;R-XTR-428696;R-XTR-428701
272,NA <=> NA + 1 Cer,,,R-BTA-429705 <=> R-BTA-429672 + R-ALL-428270,R-BTA-429683
273,NA <=> 1 - + NA,,,R-BTA-429672 <=> R-BTA-429712 + R-BTA-429703,R-BTA-429694
274,1 ATP [cytosol] + 1 - <=> 1 - + 1 ADP [cytosol],,,R-ALL-113592 + R-BTA-429712 <=> R-BTA-429704 + R-ALL-29370,R-BTA-429698
275,NA + 1 CERA [endoplasmic reticulum membrane] <=> NA,,,R-BTA-429672 + R-ALL-428256 <=> R-BTA-429705,R-BTA-429699
276,1 - + 2 ATP [cytosol] <=> 2 ADP [cytosol] + 1 -,,,R-BTA-429704 + R-ALL-113592 <=> R-ALL-29370 + R-BTA-429695,R-BTA-429714
277,NA + 3 H2O [cytosol] <=> NA + 3 Pi [cytosol],,,R-BTA-429726 + R-ALL-29356 <=> R-BTA-429672 + R-ALL-29372,R-BTA-429730
278,NA + 1 - <=> NA,,,R-BTA-429703 + R-BTA-429695 <=> R-BTA-429726,R-BTA-429732
279,1 PC + 1 Cer <=> 1 SM 18:1 + 1 DAG,L_HGdelete,"2,2",R-ALL-429802 + R-ALL-429807 <=> R-ALL-429776 + R-ALL-112275,R-BTA-429786;R-CEL-429786;R-CFA-429786;R-DDI-429786;R-DRE-429786;R-GGA-429786;R-HSA-429786;R-MMU-429786;R-PFA-429786;R-RNO-429786;R-SSC-429786;R-XTR-429786
280,1 PC + 1 Cer <=> 1 DAG + 1 SM 18:1,L_HGdelete,"2,2",R-ALL-429785 + R-ALL-428270 <=> R-ALL-429773 + R-ALL-429789,R-BTA-429798;R-CEL-429798;R-CFA-429798;R-DDI-429798;R-DRE-429798;R-GGA-429798;R-HSA-429798;R-MMU-429798;R-PFA-429798;R-RNO-429798;R-XTR-429798
281,1 H+ [cytosol] + 1 NADPH [cytosol] + 1 TEST [cytosol] <=> 1 Cholesterol + 1 NADP+ [cytosol],,,R-ALL-70106 + R-ALL-29364 + R-ALL-193057 <=> R-ALL-469662 + R-ALL-29366,R-BTA-469659;R-CEL-469659;R-CFA-469659;R-DDI-469659;R-DME-469659;R-DRE-469659;R-GGA-469659;R-HSA-469659;R-MMU-469659;R-PFA-469659;R-RNO-469659;R-SCE-469659;R-SPO-469659;R-SSC-469659;R-XTR-469659
282,NA + 1 PL [plasma membrane] <=> NA,,,R-BTA-5333699 + R-ALL-171142 <=> R-BTA-5333679,R-BTA-5333678
283,1 LCB + NA <=> NA,,,R-ALL-8876730 + R-BTA-5334833 <=> R-BTA-5334829,R-BTA-5334794
284,1 CerP <=> 1 CerP,,,R-ALL-1638840 <=> R-ALL-5339515,R-BTA-5339535;R-CEL-5339535;R-CFA-5339535;R-DME-5339535;R-DRE-5339535;R-HSA-5339535;R-MMU-5339535;R-RNO-5339535;R-XTR-5339535
285,1 ACoA + 1 ACoA <=> 1 CO2 [cytosol] + 1 ACoA + 1 CoA-SH [cytosol],FFA_modify,,R-ALL-548819 + R-ALL-29508 <=> R-ALL-113528 + R-ALL-548816 + R-ALL-76194,R-BTA-548800;R-CEL-548800;R-CFA-548800;R-DDI-548800;R-DME-548800;R-DRE-548800;R-GGA-548800;R-HSA-548800;R-MMU-548800;R-PFA-548800;R-RNO-548800;R-SSC-548800;R-XTR-548800
286,1 ACoA + 1 ACoA <=> 1 CO2 [cytosol] + 1 ACoA + 1 CoA-SH [cytosol],FFA_modify,,R-ALL-29508 + R-ALL-200993 <=> R-ALL-113528 + R-ALL-548812 + R-ALL-76194,R-BTA-548814;R-CEL-548814;R-CFA-548814;R-DDI-548814;R-DME-548814;R-DRE-548814;R-GGA-548814;R-HSA-548814;R-MMU-548814;R-PFA-548814;R-RNO-548814;R-SSC-548814;R-XTR-548814
287,1 ACoA + 1 G3P [cytosol] <=> 1 LPA + 1 CoA-SH [cytosol],L_FAdelete,,R-ALL-1500578 + R-ALL-76114 <=> R-ALL-1500604 + R-ALL-76194,R-BTA-549112;R-CEL-549112;R-CFA-549112;R-DDI-549112;R-DME-549112;R-DRE-549112;R-GGA-549112;R-HSA-549112;R-MMU-549112;R-RNO-549112;R-SSC-549112;R-XTR-549112
288,1 ACoA <=> 1 H2O [cytosol] + 1 ACoA,FFA_modify,,R-ALL-5676631 <=> R-ALL-29356 + R-ALL-5676634,R-BTA-5676637;R-CEL-5676637;R-CFA-5676637;R-DDI-5676637;R-DME-5676637;R-DRE-5676637;R-GGA-5676637;R-HSA-5676637;R-MMU-5676637;R-PFA-5676637;R-RNO-5676637;R-SCE-5676637;R-SPO-5676637;R-SSC-5676637;R-XTR-5676637
289,NA + 1 H2O [peroxisomal matrix] <=> NA + 1 CoA-SH [peroxisomal matrix],,,R-ALL-5690520 + R-ALL-141343 <=> R-ALL-5690539 + R-ALL-193514,R-BTA-5690042;R-CEL-5690042;R-CFA-5690042;R-DRE-5690042;R-GGA-5690042;R-HSA-5690042;R-MMU-5690042;R-RNO-5690042;R-SCE-5690042;R-SSC-5690042;R-XTR-5690042
290,1 H2O [cytosol] + NA <=> NA + 1 CoA-SH [cytosol],,,R-ALL-29356 + R-ALL-5690044 <=> R-ALL-5690064 + R-ALL-76194,R-BTA-5690043;R-CEL-5690043;R-CFA-5690043;R-DDI-5690043;R-DME-5690043;R-DRE-5690043;R-GGA-5690043;R-HSA-5690043;R-MMU-5690043;R-RNO-5690043;R-SPO-5690043;R-SSC-5690043;R-XTR-5690043
291,NA + 1 H2O [mitochondrial matrix] <=> 1 CoA-SH [mitochondrial matrix] + NA,,,R-ALL-5690540 + R-ALL-113521 <=> R-ALL-29374 + R-ALL-5690519,R-BTA-5690066;R-CEL-5690066;R-CFA-5690066;R-DDI-5690066;R-DME-5690066;R-DRE-5690066;R-GGA-5690066;R-HSA-5690066;R-MMU-5690066;R-PFA-5690066;R-RNO-5690066;R-SSC-5690066;R-XTR-5690066
