,merged_reaction,reaction_type,reaction_notes,merged_ids,reaction_IDs
569,"1 water + 1 TAG 16:0,18:1,18:0 <=> 1 hydron + 1 DAG 18:1,18:0 + 1 NEFA ",L_FAdelete,,CHEBI:15377 + CHEBI:77623 <=> CHEBI:15378 + CHEBI:75558 + CHEBI:7896,RHEA:41107
570,"1 water + 1 PS 16:0,20:4 <=> 1 hydron + 1 LPS 20:4 + 1 NEFA ",L_FAdelete,,CHEBI:15377 + CHEBI:75032 <=> CHEBI:15378 + CHEBI:77830 + CHEBI:7896,RHEA:41187
571,"1 water + 1 PI 18:0,20:4 <=> 1 hydron + 1 NEFA  + 1 LPI 18:0",L_FAdelete,,CHEBI:15377 + CHEBI:133606 <=> CHEBI:15378 + CHEBI:32395 + CHEBI:74243,RHEA:41215
572,1 dioxygen + 1 NEFA  <=> 1 9-HPETE(1-),FFA_modify,,CHEBI:15379 + CHEBI:32395 <=> CHEBI:146289,RHEA:63288
573,1 1-arachidonyl-2-palmityl-sn-glycero-3-phosphocholine + 1 water <=> 1 2-hexadecyl-sn-glycero-3-phosphocholine + 1 hydron + 1 NEFA,L_FAdelete,,CHEBI:77695 + CHEBI:15377 <=> CHEBI:77696 + CHEBI:15378 + CHEBI:32395,RHEA:41271
574,"1 water + 1 PE 16:0,20:4 <=> 1 hydron + 1 LPE 20:4 + 1 NEFA ",L_FAdelete,,CHEBI:15377 + CHEBI:73009 <=> CHEBI:15378 + CHEBI:76091 + CHEBI:7896,RHEA:41348
575,1 dioxygen + 1 NEFA  <=> 1 11-HPETE(1-),FFA_modify,,CHEBI:15379 + CHEBI:32395 <=> CHEBI:146291,RHEA:63308
576,"1 water + 1 PS 16:0,18:1 <=> 1 hydron + 1 LPS 18:1 + 1 NEFA ",L_FAdelete,,CHEBI:15377 + CHEBI:75029 <=> CHEBI:15378 + CHEBI:77342 + CHEBI:7896,RHEA:43968
577,"1 water + 1 PI 16:0,16:0 <=> 1 hydron + 1 lysophosphatidylinositol 16:0(1-) + 1 NEFA ",L_FAdelete,,CHEBI:15377 + CHEBI:72835 <=> CHEBI:15378 + CHEBI:74463 + CHEBI:7896,RHEA:43972
578,"1 water + 1 PS 17:0,20:4 <=> 1 hydron + 1 NEFA  + 1 LPS 17:0",L_FAdelete,,CHEBI:15377 + CHEBI:84461 <=> CHEBI:15378 + CHEBI:32395 + CHEBI:84462,RHEA:44500
579,"1 water + 1 PS 17:0,20:4 <=> 1 hydron + 1 NEFA  + 1 PS 17:0",L_FAdelete,,CHEBI:15377 + CHEBI:84470 <=> CHEBI:15378 + CHEBI:32395 + CHEBI:74340,RHEA:44520
580,1 water + 1 PS 16:0 <=> 1 hydron + 1 sn-glycero-3-phosphoserine(1-) + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:75020 <=> CHEBI:15378 + CHEBI:64765 + CHEBI:7896,RHEA:44552
581,"1 water + 1 PE 16:0,18:1 <=> 1 hydron + 1 LPE 18:1 + 1 NEFA ",L_FAdelete,,CHEBI:15377 + CHEBI:73007 <=> CHEBI:15378 + CHEBI:76088 + CHEBI:7896,RHEA:45132
582,"1 water + 1 PE 16:0,18:2 <=> 1 hydron + 1 LPE 18:2 + 1 NEFA ",L_FAdelete,,CHEBI:15377 + CHEBI:73008 <=> CHEBI:15378 + CHEBI:76090 + CHEBI:7896,RHEA:45164
583,1 1-palmitoyl-2-azelaoyl-sn-glycero-3-phosphocholine(1-) + 1 water <=> 1 2-azelaoyl-sn-glycero-3-phosphocholine(1-) + 1 hydron + 1 NEFA,L_FAdelete,,CHEBI:78207 + CHEBI:15377 <=> CHEBI:145780 + CHEBI:15378 + CHEBI:7896,RHEA:62464
584,"1 water + 1 PC 16:0,glutaroyl <=> 1 2-glutaroyl-sn-glycero-3-phosphocholine(1-) + 1 hydron + 1 NEFA ",L_FAdelete,,CHEBI:15377 + CHEBI:77756 <=> CHEBI:145781 + CHEBI:15378 + CHEBI:7896,RHEA:62480
585,1 1-O-palmitoyl-2-O-(5-oxovaleryl)-sn-glycero-3-phosphocholine + 1 water <=> 1 2-(5-oxovaleroyl)-sn-glycero-3-phosphocholine + 1 hydron + 1 NEFA,L_FAdelete,,CHEBI:77890 + CHEBI:15377 <=> CHEBI:145782 + CHEBI:15378 + CHEBI:7896,RHEA:62484
586,1 water + 1 PC  <=> 1 2-(9-oxononanoyl)-sn-glycero-3-phosphocholine + 1 hydron + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:61042 <=> CHEBI:145783 + CHEBI:15378 + CHEBI:7896,RHEA:62488
587,1 dioxygen + 1 NEFA  <=> 1 NEFA,FFA_modify,,CHEBI:15379 + CHEBI:32395 <=> CHEBI:57444,RHEA:10428
588,1 dioxygen + 1 NEFA  <=> 1 (R)-2-hydroperoxy-alpha-linolenate,FFA_modify,,CHEBI:15379 + CHEBI:32387 <=> CHEBI:76161,RHEA:16329
589,"1 cyclohexane-1,3-dione + 1 water <=> 1 5-oxohexanoate + 1 hydron",,,CHEBI:17766 + CHEBI:15377 <=> CHEBI:12154 + CHEBI:15378,RHEA:16473
590,1 water + 1 NEFA  <=> 1 hydrogenphosphate + 1 NEFA,FFA_modify,,CHEBI:15377 + CHEBI:58796 <=> CHEBI:43474 + CHEBI:58797,RHEA:16537
591,1 dioxygen + 1 NEFA  <=> 1 NEFA,FFA_modify,,CHEBI:15379 + CHEBI:32395 <=> CHEBI:57450,RHEA:17485
592,1 3-oxopropanoate <=> 1 water + 1 propynoate,,,CHEBI:33190 <=> CHEBI:15377 + CHEBI:15364,RHEA:17957
593,"1 (R)-2-hydroperoxy-alpha-linolenate + 1 hydron <=> 1 (8Z,11Z,14Z)-heptadecatrienal + 1 carbon dioxide + 1 water",,,CHEBI:76161 + CHEBI:15378 <=> CHEBI:76151 + CHEBI:16526 + CHEBI:15377,RHEA:17965
594,"1 (8Z,11Z,14Z)-heptadecatrienal + 1 hydrogen acceptor + 1 water <=> 1 (8Z,11Z,14Z)-heptadecatrienoate + 1 hydrogen donor + 1 hydron",,,CHEBI:76151 + CHEBI:13193 + CHEBI:15377 <=> CHEBI:76152 + CHEBI:17499 + CHEBI:15378,RHEA:19113
595,1 water + 1 S-palmitoyl-L-cysteine residue <=> 1 hydron + 1 L-cysteine residue + 1 NEFA,,,CHEBI:15377 + CHEBI:74151 <=> CHEBI:15378 + CHEBI:29950 + CHEBI:7896,RHEA:19233
596,1 11-cis-retinyl palmitate + 1 water <=> 1 hydron + 1 XXX  + 1 NEFA,,,CHEBI:16254 + CHEBI:15377 <=> CHEBI:15378 + CHEBI:16302 + CHEBI:7896,RHEA:19697
597,1 ATP(4-) + 1 coenzyme A(4-) + 1 NEFA  <=> 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-) + 1 ACoA,FFA_modify,,CHEBI:30616 + CHEBI:57287 + CHEBI:32395 <=> CHEBI:456215 + CHEBI:33019 + CHEBI:57368,RHEA:19713
598,1 (R)-2-hydroperoxy-alpha-linolenate + 1 hydrogen donor <=> 1 (R)-2-hydroxy-alpha-linolenate + 1 hydrogen acceptor + 1 water,FFA_modify,,CHEBI:76161 + CHEBI:17499 <=> CHEBI:76150 + CHEBI:13193 + CHEBI:15377,RHEA:15693
599,"1 water + 1 TAG 16:0,16:0,16:0 <=> 1 dihexadecanoylglycerol + 1 hydron + 1 NEFA ",L_FAdelete,,CHEBI:15377 + CHEBI:77393 <=> CHEBI:142940 + CHEBI:15378 + CHEBI:7896,RHEA:59024
600,1 (R)-3-hydroxypentanoyl-CoA(4-) + 1 water <=> 1 (R)-3-hydroxypentanoate + 1 coenzyme A(4-) + 1 hydron,,,CHEBI:138587 + CHEBI:15377 <=> CHEBI:138588 + CHEBI:57287 + CHEBI:15378,RHEA:55084
601,"1 2-hydroxydodecanoate + 1 hydrogen peroxide <=> 1 2,3-dihydroxydodecanoate + 1 water",FFA_modify,,CHEBI:141772 + CHEBI:16240 <=> CHEBI:141780 + CHEBI:15377,RHEA:57480
602,"1 7S-hydroperoxy-(4Z,8E,10Z,13Z,16Z,19Z)-docosahexaenoate(1-) + 1 dioxygen <=> 1 (7S,17S)-bis(hydroperoxy)-(4Z,8E,10Z,13Z,15E,19Z)-docosahexaenoate",FFA_modify,,CHEBI:156049 + CHEBI:15379 <=> CHEBI:140349,RHEA:64728
603,"1 dioxygen + 1 NEFA  <=> 1 (7Z,10Z,13Z,15E,19Z)-17-hydroperoxydocosapentaenoate",FFA_modify,,CHEBI:15379 + CHEBI:77224 <=> CHEBI:133797,RHEA:50832
604,"1 dioxygen + 1 NEFA  <=> 1 (7Z,10Z,12E,16Z,19Z)-14-hydroperoxydocosapentaenoate",FFA_modify,,CHEBI:15379 + CHEBI:77224 <=> CHEBI:133798,RHEA:50836
605,"1 dioxygen + 1 NEFA  <=> 1 (4Z,7Z,10Z,13Z,15E,17S,19Z)-17-hydroperoxydocosahexaenoate",FFA_modify,,CHEBI:15379 + CHEBI:77016 <=> CHEBI:133795,RHEA:50840
606,1 hydrogen donor + 1 dioxygen + 1 NEFA  <=> 1 11(R)-HEPE(1-) + 1 hydrogen acceptor + 1 water,FFA_modify,,CHEBI:17499 + CHEBI:15379 + CHEBI:58562 <=> CHEBI:90820 + CHEBI:13193 + CHEBI:15377,RHEA:50848
607,1 hydrogen donor + 1 dioxygen + 1 NEFA  <=> 1 hydrogen acceptor + 1 water + 1 NEFA,FFA_modify,,CHEBI:17499 + CHEBI:15379 + CHEBI:32395 <=> CHEBI:13193 + CHEBI:15377 + CHEBI:78836,RHEA:50852
608,1 hydrogen donor + 1 dioxygen + 1 NEFA  <=> 1 15(R)-HETE(1-) + 1 hydrogen acceptor + 1 water,FFA_modify,,CHEBI:17499 + CHEBI:15379 + CHEBI:32395 <=> CHEBI:78837 + CHEBI:13193 + CHEBI:15377,RHEA:50856
609,"2 dioxygen + 1 NEFA  <=> 1 8(S),15(S)-DiHPETE(1-)",FFA_modify,,CHEBI:15379 + CHEBI:32395 <=> CHEBI:133899,RHEA:50924
610,"2 dioxygen + 1 NEFA  <=> 1 14(R),15(S)-DiHPETE(1-)",FFA_modify,,CHEBI:15379 + CHEBI:32395 <=> CHEBI:133900,RHEA:50928
611,"1 dioxygen + 1 NEFA  <=> 1 8(S),15(S)-DiHPETE(1-)",FFA_modify,,CHEBI:15379 + CHEBI:75322 <=> CHEBI:133899,RHEA:50932
612,"1 dioxygen + 1 NEFA  <=> 1 8(S),15(S)-DiHPETE(1-)",FFA_modify,,CHEBI:15379 + CHEBI:57446 <=> CHEBI:133899,RHEA:50972
613,1 acyl-sn-glycero-3-phosphocholine + 1 water <=> 1 hydron + 1 choline phosphate(1-) + 1 MAG,L_HGdelete,,CHEBI:84465 + CHEBI:15377 <=> CHEBI:15378 + CHEBI:295975 + CHEBI:17408,RHEA:51012
614,"1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 (4Z,7Z,10Z,13Z,16Z)-19,20-epoxydocosapentaenoate + 1 hydron + 1 water + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:77016 <=> CHEBI:133931 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:51080
615,"1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 (4Z,7Z,10Z,13Z,19Z)-16,17-epoxydocosapentaenoate + 1 hydron + 1 water + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:77016 <=> CHEBI:133932 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:51084
616,"1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 (4Z,7Z,10Z,16Z,19Z)-13,14-epoxydocosapentaenoate + 1 hydron + 1 water + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:77016 <=> CHEBI:133933 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:51088
617,"1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 (4Z,7Z,13Z,16Z,19Z)-10,11-epoxydocosapentaenoate + 1 hydron + 1 water + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:77016 <=> CHEBI:133934 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:51092
618,"1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 (7Z,10Z,13Z,16Z)-19,20-epoxydocosatetraenoate + 1 hydron + 1 water + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:77224 <=> CHEBI:133935 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:51096
619,"1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 (7Z,10Z,13Z,19Z)-16,17-epoxydocosatetraenoate + 1 hydron + 1 water + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:77224 <=> CHEBI:133936 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:51100
620,"1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 (7Z,10Z,16Z,19Z)-13,14-epoxydocosatetraenoate + 1 hydron + 1 water + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:77224 <=> CHEBI:133937 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:51104
621,"1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 (7Z,13Z,16Z,19Z)-10,11-epoxydocosatetraenoate + 1 hydron + 1 water + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:77224 <=> CHEBI:133938 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:51108
622,"1 8(S),15(S)-DiHPETE(1-) + 2 hydrogen donor <=> 1 8(S),15(S)-DiHETE(1-) + 2 hydrogen acceptor + 2 water",FFA_modify,,CHEBI:133899 + CHEBI:17499 <=> CHEBI:133903 + CHEBI:13193 + CHEBI:15377,RHEA:51120
623,"2 dioxygen + 1 NEFA  <=> 1 (4Z,7Z,11Z,13Z,15E,17S,19Z)-10,17-bis(hydroperoxy)docosahexaenoate",FFA_modify,,CHEBI:15379 + CHEBI:77016 <=> CHEBI:133948,RHEA:51136
624,"2 dioxygen + 1 NEFA  <=> 1 (7Z,11Z,13Z,15E,19Z)-10,17-bis(hydroperoxy)docosapentaenoate",FFA_modify,,CHEBI:15379 + CHEBI:77224 <=> CHEBI:133950,RHEA:51144
625,1 Delta(6)-trans-12-epi-leukotriene B4(1-) + 1 NADP(3-) <=> 1 12-oxo-6-trans-leukotriene B4(1-) + 1 hydron + 1 NADPH(4-),FFA_modify,,CHEBI:133975 + CHEBI:58349 <=> CHEBI:133974 + CHEBI:15378 + CHEBI:57783,RHEA:51212
626,"1 (9S,10E,12Z,15Z)-9-hydroperoxyoctadeca-10,12,15-trienoate + 1 dioxygen <=> 1 (9S,10E,12Z,14E,16S)-9,16-bis(hydroperoxy)octadecatrienoate",FFA_modify,,CHEBI:60962 + CHEBI:15379 <=> CHEBI:133991,RHEA:51256
627,"1 dioxygen + 1 NEFA  <=> 1 (5Z,9E,11Z,14Z,17Z)-8-hydroperoxyicosapentaenoate",FFA_modify,,CHEBI:15379 + CHEBI:58562 <=> CHEBI:134056,RHEA:51336
628,"1 dioxygen + 1 NEFA  <=> 1 (4Z,7Z,11E,13Z,16Z,19Z)-10-hydroperoxydocosahexaenoate",FFA_modify,,CHEBI:15379 + CHEBI:77016 <=> CHEBI:134057,RHEA:51340
629,1 water + 1 NEFA  <=> 1 9-hydroxyoctadecanoate + 1 hydron + 1 NEFA,FFA_modify,,CHEBI:15377 + CHEBI:83670 <=> CHEBI:136286 + CHEBI:15378 + CHEBI:7896,RHEA:52052
630,"1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 (4Z,7Z,10Z,13Z,16Z,19R,20S)-19,20-epoxydocosapentaenoate + 1 hydron + 1 water + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:77016 <=> CHEBI:136410 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:52120
631,"1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 (4Z,7Z,10Z,13Z,16Z,19S,20R)-19,20-epoxydocosapentaenoate + 1 hydron + 1 water + 1 FMN(3-)",FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:77016 <=> CHEBI:136411 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:52124
632,1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 7-HETE(1-) + 1 hydron + 1 water + 1 FMN(3-),FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:32395 <=> CHEBI:136523 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:52288
633,1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 13-HETE(1-) + 1 hydron + 1 water + 1 FMN(3-),FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:32395 <=> CHEBI:136524 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:52292
634,1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 10-HETE(1-) + 1 hydron + 1 water + 1 FMN(3-),FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:32395 <=> CHEBI:133345 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:52296
635,1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 hydron + 1 water + 1 FMN(3-) + 1 NEFA,FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:32395 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:58210 + CHEBI:83343,RHEA:52300
636,1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 hydron + 1 water + 1 FMN(3-) + 1 NEFA,FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:32395 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:58210 + CHEBI:78836,RHEA:52492
637,1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 15(R)-HETE(1-) + 1 hydron + 1 water + 1 FMN(3-),FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:32395 <=> CHEBI:78837 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:52496
638,1 dioxygen + 1 FMNH2(2-) + 1 NEFA  <=> 1 hydron + 1 water + 1 FMN(3-) + 1 NEFA,FFA_modify,,CHEBI:15379 + CHEBI:57618 + CHEBI:30245 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:58210 + CHEBI:77895,RHEA:52504
639,"1 (13S,14S)-epoxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate + 1 glutathionate(1-) <=> 1 (13R)-S-glutathionyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate(2-)",,,CHEBI:131958 + CHEBI:57925 <=> CHEBI:137407,RHEA:53508
640,"1 (13S,14S)-epoxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate + 1 water <=> 1 NEFA ",FFA_modify,,CHEBI:131958 + CHEBI:15377 <=> CHEBI:78048,RHEA:53532
641,1 NAD(1-) + 1 NEFA  <=> 1 hydron + 1 NADH(2-) + 1 NEFA,FFA_modify,,CHEBI:57540 + CHEBI:133367 <=> CHEBI:15378 + CHEBI:57945 + CHEBI:137497,RHEA:53584
642,1 NAD(1-) + 1 NEFA  <=> 1 hydron + 1 NADH(2-) + 1 NEFA,FFA_modify,,CHEBI:57540 + CHEBI:133367 <=> CHEBI:15378 + CHEBI:57945 + CHEBI:137498,RHEA:53588
643,1 1-octadecanoyl-2-hexanoyl-sn-glycero-3-phosphocholine + 1 water <=> 1 hydron + 1 LPC 18:0 + 1 NEFA,L_FAdelete,,CHEBI:138212 + CHEBI:15377 <=> CHEBI:15378 + CHEBI:73858 + CHEBI:17120,RHEA:54464
644,1 water + 1 ACoA  <=> 1 (S)-3-hydroxytetradecanoate + 1 coenzyme A(4-) + 1 hydron,,,CHEBI:15377 + CHEBI:62614 <=> CHEBI:138437 + CHEBI:57287 + CHEBI:15378,RHEA:54976
645,"1 (3E,5Z)-tetradecadienoyl-CoA(4-) + 1 water <=> 1 (3E,5Z)-tetradecadienoate + 1 coenzyme A(4-) + 1 hydron",,,CHEBI:71586 + CHEBI:15377 <=> CHEBI:71590 + CHEBI:57287 + CHEBI:15378,RHEA:55044
646,"1 (3E,5Z)-dodecadienoyl-CoA(4-) + 1 water <=> 1 (3E,5Z)-dodecadienoate + 1 coenzyme A(4-) + 1 hydron",,,CHEBI:138558 + CHEBI:15377 <=> CHEBI:138569 + CHEBI:57287 + CHEBI:15378,RHEA:55048
647,1 (S)-3-hydroxypentanoyl-CoA(4-) + 1 water <=> 1 (S)-3-hydroxypentanoate + 1 coenzyme A(4-) + 1 hydron,,,CHEBI:138607 + CHEBI:15377 <=> CHEBI:138608 + CHEBI:57287 + CHEBI:15378,RHEA:55096
648,1 water + 1 mevastatin <=> 1 (S)-2-methylbutanoate + 1 compactin diol lactone + 1 hydron,L_FAdelete,,CHEBI:15377 + CHEBI:34848 <=> CHEBI:145932 + CHEBI:34652 + CHEBI:15378,RHEA:62744
649,1 water + 1 N-tricosanoyltaurine(1-) <=> 1 taurine zwitterion + 1 NEFA,L_FAdelete,,CHEBI:15377 + CHEBI:146197 <=> CHEBI:507393 + CHEBI:79007,RHEA:63164
650,1 triarachidonin + 1 water <=> 1 diarachidonoylglycerol + 1 hydron + 1 NEFA,L_FAdelete,,CHEBI:147308 + CHEBI:15377 <=> CHEBI:147309 + CHEBI:15378 + CHEBI:32395,RHEA:63432
651,"1 (9S),10-epoxy-(10,12Z)-octadecadienoate + 1 hydron + 1 L-aspartate residue <=> 1 L-aspartyl 9-O-10-oxo-(12Z)-octadecenoate ester residue",,,CHEBI:143139 + CHEBI:15378 + CHEBI:29961 <=> CHEBI:143138,RHEA:59524
652,1 water + 1 XXX  <=> 1 diphosphate(3-) + 1 prenol,,,CHEBI:15377 + CHEBI:57623 <=> CHEBI:33019 + CHEBI:16019,RHEA:21496
653,1 dioxygen + 1 XXX  <=> 1 10'-apo-beta-carotenal + 1 beta-ionone,,,CHEBI:15379 + CHEBI:17579 <=> CHEBI:53153 + CHEBI:32325,RHEA:26389
654,"1 zeaxanthin + 2 dioxygen <=> 2 (3R)-hydroxy-beta-ionone + 1 4,9-dimethyldodeca-2,4,6,8,10-pentaenedial",,,CHEBI:27547 + CHEBI:15379 <=> CHEBI:53173 + CHEBI:53171,RHEA:26393
655,"1 10'-apo-beta-carotenal + 1 dioxygen <=> 1 4-methylocta-2,4,6-trienedial + 1 13-apo-beta-carotenone",,,CHEBI:53153 + CHEBI:15379 <=> CHEBI:53176 + CHEBI:53175,RHEA:26401
656,1 geranylhydroquinone + 1 dioxygen + 1 FMNH2(2-) <=> 1 3''-hydroxy-geranylhydroquinone + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:24233 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:61158 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:28146
657,"1 hydrogen donor + 1 4,4'-diapolycopene + 1 dioxygen <=> 1 hydrogen acceptor + 1 4,4'-diapolycopenedial + 1 water",,,CHEBI:17499 + CHEBI:62449 + CHEBI:15379 <=> CHEBI:13193 + CHEBI:62450 + CHEBI:15377,RHEA:31019
658,1 geraniol + 1 dioxygen + 1 FMNH2(2-) <=> 1 (6E)-8-hydroxygeraniol + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:17447 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:64235 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:32495
659,1 (6E)-8-hydroxygeraniol + 1 NADP(3-) <=> 1 (6E)-8-oxogeraniol + 1 hydron + 1 NADPH(4-),,,CHEBI:64235 + CHEBI:58349 <=> CHEBI:64236 + CHEBI:15378 + CHEBI:57783,RHEA:32603
660,1 (6E)-8-hydroxygeraniol + 1 NADP(3-) <=> 1 (6E)-8-hydroxygeranial + 1 hydron + 1 NADPH(4-),,,CHEBI:64235 + CHEBI:58349 <=> CHEBI:64238 + CHEBI:15378 + CHEBI:57783,RHEA:32607
661,1 (6E)-8-hydroxygeranial + 1 NADP(3-) <=> 1 (6E)-8-oxogeranial + 1 hydron + 1 NADPH(4-),,,CHEBI:64238 + CHEBI:58349 <=> CHEBI:64239 + CHEBI:15378 + CHEBI:57783,RHEA:32611
662,1 (6E)-8-oxogeraniol + 1 NADP(3-) <=> 1 (6E)-8-oxogeranial + 1 hydron + 1 NADPH(4-),,,CHEBI:64236 + CHEBI:58349 <=> CHEBI:64239 + CHEBI:15378 + CHEBI:57783,RHEA:32615
663,1 (6E)-8-hydroxygeraniol + 2 NADP(3-) <=> 1 (6E)-8-oxogeranial + 2 hydron + 2 NADPH(4-),,,CHEBI:64235 + CHEBI:58349 <=> CHEBI:64239 + CHEBI:15378 + CHEBI:57783,RHEA:32659
664,1 9-cis-beta-carotene + 1 dioxygen <=> 1 9-cis-10'-apo-beta-carotenal + 1 beta-ionone,,,CHEBI:67188 + CHEBI:15379 <=> CHEBI:67192 + CHEBI:32325,RHEA:34399
665,"1 9-cis-10'-apo-beta-carotenal + 2 dioxygen <=> 1 (2E,4E,6E)-7-hydroxy-4-methylhepta-2,4,6-trienal + 1 carlactone",,,CHEBI:67192 + CHEBI:15379 <=> CHEBI:67191 + CHEBI:67190,RHEA:34403
666,"1 8'-apo-beta,psi-caroten-8'-al + 1 dioxygen <=> 1 13-apo-beta-carotenone + 1 2,6-dimethyldeca-2,4,6,8-tetraenedial",,,CHEBI:53154 + CHEBI:15379 <=> CHEBI:53175 + CHEBI:73152,RHEA:36043
667,"2 hydrogen acceptor + 1 4,4'-diapolycopenedial + 2 water <=> 2 hydrogen donor + 1 4,4'-diapolycopenedioate + 2 hydron",,,CHEBI:13193 + CHEBI:62450 + CHEBI:15377 <=> CHEBI:17499 + CHEBI:79063 + CHEBI:15378,RHEA:42380
668,1 (6E)-8-hydroxygeranial + 1 NAD(1-) <=> 1 (6E)-8-oxogeranial + 1 hydron + 1 NADH(2-),,,CHEBI:64238 + CHEBI:57540 <=> CHEBI:64239 + CHEBI:15378 + CHEBI:57945,RHEA:58844
669,1 (6E)-8-oxogeraniol + 1 NAD(1-) <=> 1 (6E)-8-oxogeranial + 1 hydron + 1 NADH(2-),,,CHEBI:64236 + CHEBI:57540 <=> CHEBI:64239 + CHEBI:15378 + CHEBI:57945,RHEA:58852
670,1 (6E)-8-hydroxygeraniol + 1 NAD(1-) <=> 1 (6E)-8-oxogeraniol + 1 hydron + 1 NADH(2-),,,CHEBI:64235 + CHEBI:57540 <=> CHEBI:64236 + CHEBI:15378 + CHEBI:57945,RHEA:58856
671,1 o-orsellinate + 1 XXX  <=> 1 diphosphate(3-) + 1 ilicicolinate B,,,CHEBI:16162 + CHEBI:175763 <=> CHEBI:33019 + CHEBI:146152,RHEA:63012
672,1 hydrogen donor + 1 ATP(4-) + 1 ilicicolinate B <=> 1 hydrogen acceptor + 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-) + 1 ilicicolin B,,,CHEBI:17499 + CHEBI:30616 + CHEBI:146152 <=> CHEBI:13193 + CHEBI:456215 + CHEBI:33019 + CHEBI:146153,RHEA:63080
673,1 sterol + 1 PC  <=> 1 LPC  + 1 SE,L_FAdelete,"2,2",CHEBI:15889 + CHEBI:57643 <=> CHEBI:58168 + CHEBI:35915,RHEA:21204
